GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed,state_code
110010084021,2003,84.02.1,"District of Columbia, District of Columbia",889,21.12,51.77,1015.4,44341.17,184952.57,50.44,20.54,70.81,3.73,0.24,1.78,0.05,2.79,0.07,223,NA,NA,NA,NA,0,0,11
110010084021,2004,84.02.1,"District of Columbia, District of Columbia",889,21.12,51.77,1015.4,44341.17,184952.57,50.44,20.54,70.81,3.73,0.24,1.78,0.05,2.79,0.07,226,NA,NA,NA,NA,0,0,11
110010084021,2005,84.02.1,"District of Columbia, District of Columbia",879.2,0,53.25,1557.18,59940.53,609894.39,38.95,40.49,55.32,2.4,0.32,0,0,1.46,0,229,NA,NA,NA,NA,0,0,11
110010084021,2006,84.02.1,"District of Columbia, District of Columbia",879.2,0,53.25,1557.18,59940.53,609894.39,38.95,40.49,55.32,2.4,0.32,0,0,1.46,0,231,45,1,0.43,19.46,0,0,11
110010084021,2007,84.02.1,"District of Columbia, District of Columbia",879.2,0,53.25,1557.18,59940.53,609894.39,38.95,40.49,55.32,2.4,0.32,0,0,1.46,0,234,49,3,1.28,20.95,0,0,11
110010084021,2008,84.02.1,"District of Columbia, District of Columbia",879.2,0,53.25,1557.18,59940.53,609894.39,38.95,40.49,55.32,2.4,0.32,0,0,1.46,0,237,26,1,0.42,10.99,0,0,11
110010084021,2009,84.02.1,"District of Columbia, District of Columbia",879.2,0,53.25,1557.18,59940.53,609894.39,38.95,40.49,55.32,2.4,0.32,0,0,1.46,0,239,34,4,1.67,14.21,0,0,11
110010084022,2000,84.02.2,"District of Columbia, District of Columbia",1250,28.1,69.18,378.6,24012.83,107947.43,19.56,21.71,69.96,2.63,0.63,1.38,0.13,3.38,0.19,481,NA,NA,NA,NA,0,0,11
110010084022,2001,84.02.2,"District of Columbia, District of Columbia",1250,28.1,69.18,378.6,24012.83,107947.43,19.56,21.71,69.96,2.63,0.63,1.38,0.13,3.38,0.19,480,NA,NA,NA,NA,0,0,11
110010084022,2002,84.02.2,"District of Columbia, District of Columbia",1250,28.1,69.18,378.6,24012.83,107947.43,19.56,21.71,69.96,2.63,0.63,1.38,0.13,3.38,0.19,480,NA,NA,NA,NA,0,0,11
110010084022,2003,84.02.2,"District of Columbia, District of Columbia",1250,28.1,69.18,378.6,24012.83,107947.43,19.56,21.71,69.96,2.63,0.63,1.38,0.13,3.38,0.19,479,NA,NA,NA,NA,0,0,11
110010084022,2004,84.02.2,"District of Columbia, District of Columbia",1250,28.1,69.18,378.6,24012.83,107947.43,19.56,21.71,69.96,2.63,0.63,1.38,0.13,3.38,0.19,478,NA,NA,NA,NA,0,0,11
110010084022,2005,84.02.2,"District of Columbia, District of Columbia",1663.8,0,66.28,729.82,48051.47,417005.61,21.35,42.31,51.25,4.56,0.61,0,0,1.27,0,478,NA,NA,NA,NA,0,0,11
110010084022,2006,84.02.2,"District of Columbia, District of Columbia",1663.8,0,66.28,729.82,48051.47,417005.61,21.35,42.31,51.25,4.56,0.61,0,0,1.27,0,477,54,1,0.21,11.33,0,0,11
110010084022,2007,84.02.2,"District of Columbia, District of Columbia",1663.8,0,66.28,729.82,48051.47,417005.61,21.35,42.31,51.25,4.56,0.61,0,0,1.27,0,476,58,0,0,12.18,0,0,11
110010084022,2008,84.02.2,"District of Columbia, District of Columbia",1663.8,0,66.28,729.82,48051.47,417005.61,21.35,42.31,51.25,4.56,0.61,0,0,1.27,0,475,58,1,0.21,12.2,0,0,11
110010084022,2009,84.02.2,"District of Columbia, District of Columbia",1663.8,0,66.28,729.82,48051.47,417005.61,21.35,42.31,51.25,4.56,0.61,0,0,1.27,0,475,47,3,0.63,9.9,0,0,11
110010084101,2000,84.10.1,"District of Columbia, District of Columbia",1506,17.4,32.67,688,43333,108800,23.5,3.39,90.84,2.59,0.33,0.53,0,1.99,0.33,163,NA,NA,NA,NA,0,0,11
110010084101,2001,84.10.1,"District of Columbia, District of Columbia",1506,17.4,32.67,688,43333,108800,23.5,3.39,90.84,2.59,0.33,0.53,0,1.99,0.33,167,NA,NA,NA,NA,0,0,11
110010084101,2002,84.10.1,"District of Columbia, District of Columbia",1506,17.4,32.67,688,43333,108800,23.5,3.39,90.84,2.59,0.33,0.53,0,1.99,0.33,171,NA,NA,NA,NA,0,0,11
110010084101,2003,84.10.1,"District of Columbia, District of Columbia",1506,17.4,32.67,688,43333,108800,23.5,3.39,90.84,2.59,0.33,0.53,0,1.99,0.33,175,NA,NA,NA,NA,0,0,11
110010084101,2004,84.10.1,"District of Columbia, District of Columbia",1506,17.4,32.67,688,43333,108800,23.5,3.39,90.84,2.59,0.33,0.53,0,1.99,0.33,179,NA,NA,NA,NA,0,0,11
110010084101,2005,84.10.1,"District of Columbia, District of Columbia",1490,3.09,26.49,1549,96417,444100,25.1,16.11,73.42,8.99,0,0,0,0,1.48,184,NA,NA,NA,NA,0,0,11
110010084101,2006,84.10.1,"District of Columbia, District of Columbia",1490,3.09,26.49,1549,96417,444100,25.1,16.11,73.42,8.99,0,0,0,0,1.48,188,23,0,0,12.26,0,0,11
110010084101,2007,84.10.1,"District of Columbia, District of Columbia",1490,3.09,26.49,1549,96417,444100,25.1,16.11,73.42,8.99,0,0,0,0,1.48,192,34,2,1.04,17.74,0,0,11
110010084101,2008,84.10.1,"District of Columbia, District of Columbia",1490,3.09,26.49,1549,96417,444100,25.1,16.11,73.42,8.99,0,0,0,0,1.48,196,28,1,0.51,14.3,0,0,11
110010084101,2009,84.10.1,"District of Columbia, District of Columbia",1490,3.09,26.49,1549,96417,444100,25.1,16.11,73.42,8.99,0,0,0,0,1.48,200,19,3,1.5,9.5,0,0,11
110010087011,2000,87.01.1,"District of Columbia, District of Columbia",1277,18.64,38.5,575,44609,115900,27.1,2.43,92.17,3.05,0.08,0.86,0,1.41,0,149,NA,NA,NA,NA,0,0,11
110010087011,2001,87.01.1,"District of Columbia, District of Columbia",1277,18.64,38.5,575,44609,115900,27.1,2.43,92.17,3.05,0.08,0.86,0,1.41,0,154,NA,NA,NA,NA,0,0,11
110010087011,2002,87.01.1,"District of Columbia, District of Columbia",1277,18.64,38.5,575,44609,115900,27.1,2.43,92.17,3.05,0.08,0.86,0,1.41,0,158,NA,NA,NA,NA,0,0,11
110010087011,2003,87.01.1,"District of Columbia, District of Columbia",1277,18.64,38.5,575,44609,115900,27.1,2.43,92.17,3.05,0.08,0.86,0,1.41,0,163,NA,NA,NA,NA,0,0,11
110010087011,2004,87.01.1,"District of Columbia, District of Columbia",1277,18.64,38.5,575,44609,115900,27.1,2.43,92.17,3.05,0.08,0.86,0,1.41,0,167,NA,NA,NA,NA,0,0,11
110010087011,2005,87.01.1,"District of Columbia, District of Columbia",891,3.14,16.25,343,51576,378400,50,3.14,96.86,0,0,0,0,0,0,172,NA,NA,NA,NA,0,0,11
110010087011,2006,87.01.1,"District of Columbia, District of Columbia",891,3.14,16.25,343,51576,378400,50,3.14,96.86,0,0,0,0,0,0,176,23,0,0,13.07,0,0,11
110010087011,2007,87.01.1,"District of Columbia, District of Columbia",891,3.14,16.25,343,51576,378400,50,3.14,96.86,0,0,0,0,0,0,181,22,0,0,12.19,0,0,11
110010087011,2008,87.01.1,"District of Columbia, District of Columbia",891,3.14,16.25,343,51576,378400,50,3.14,96.86,0,0,0,0,0,0,185,25,1,0.54,13.51,0,0,11
110010087011,2009,87.01.1,"District of Columbia, District of Columbia",891,3.14,16.25,343,51576,378400,50,3.14,96.86,0,0,0,0,0,0,190,22,0,0,11.61,0,0,11
110010087012,2000,87.01.2,"District of Columbia, District of Columbia",1138,20.12,32.09,562,26563,109400,17.5,0.26,97.28,0.97,0,0.35,0,1.14,0,120,NA,NA,NA,NA,0,0,11
110010087012,2001,87.01.2,"District of Columbia, District of Columbia",1138,20.12,32.09,562,26563,109400,17.5,0.26,97.28,0.97,0,0.35,0,1.14,0,125,NA,NA,NA,NA,0,0,11
110010087012,2002,87.01.2,"District of Columbia, District of Columbia",1138,20.12,32.09,562,26563,109400,17.5,0.26,97.28,0.97,0,0.35,0,1.14,0,129,NA,NA,NA,NA,0,0,11
110010087012,2003,87.01.2,"District of Columbia, District of Columbia",1138,20.12,32.09,562,26563,109400,17.5,0.26,97.28,0.97,0,0.35,0,1.14,0,134,NA,NA,NA,NA,0,0,11
110010087012,2004,87.01.2,"District of Columbia, District of Columbia",1138,20.12,32.09,562,26563,109400,17.5,0.26,97.28,0.97,0,0.35,0,1.14,0,138,NA,NA,NA,NA,0,0,11
110010087012,2005,87.01.2,"District of Columbia, District of Columbia",1183,0,30.56,1329,83393,372300,20.9,4.31,94.93,0,0,0,0,0.76,0,143,NA,NA,NA,NA,0,0,11
110010087012,2006,87.01.2,"District of Columbia, District of Columbia",1183,0,30.56,1329,83393,372300,20.9,4.31,94.93,0,0,0,0,0.76,0,147,26,0,0,17.69,0,0,11
110010087012,2007,87.01.2,"District of Columbia, District of Columbia",1183,0,30.56,1329,83393,372300,20.9,4.31,94.93,0,0,0,0,0.76,0,152,19,0,0,12.54,0,0,11
110010087012,2008,87.01.2,"District of Columbia, District of Columbia",1183,0,30.56,1329,83393,372300,20.9,4.31,94.93,0,0,0,0,0.76,0,156,19,0,0,12.18,0,0,11
110010087012,2009,87.01.2,"District of Columbia, District of Columbia",1183,0,30.56,1329,83393,372300,20.9,4.31,94.93,0,0,0,0,0.76,0,161,24,1,0.62,14.95,0,0,11
110010087021,2000,87.02.1,"District of Columbia, District of Columbia",1216,19.98,65.43,500,31397,109400,21.3,1.4,90.62,4.28,0.9,0.41,0,1.89,0.49,282,NA,NA,NA,NA,0,0,11
110010087021,2001,87.02.1,"District of Columbia, District of Columbia",1216,19.98,65.43,500,31397,109400,21.3,1.4,90.62,4.28,0.9,0.41,0,1.89,0.49,278,NA,NA,NA,NA,0,0,11
110010087021,2002,87.02.1,"District of Columbia, District of Columbia",1216,19.98,65.43,500,31397,109400,21.3,1.4,90.62,4.28,0.9,0.41,0,1.89,0.49,274,NA,NA,NA,NA,0,0,11
110010087021,2003,87.02.1,"District of Columbia, District of Columbia",1216,19.98,65.43,500,31397,109400,21.3,1.4,90.62,4.28,0.9,0.41,0,1.89,0.49,270,NA,NA,NA,NA,0,0,11
110010087021,2004,87.02.1,"District of Columbia, District of Columbia",1216,19.98,65.43,500,31397,109400,21.3,1.4,90.62,4.28,0.9,0.41,0,1.89,0.49,266,NA,NA,NA,NA,0,0,11
110010087021,2005,87.02.1,"District of Columbia, District of Columbia",1401,2.93,62.94,719,31222,367200,33.5,9.28,84.94,5.42,0,0,0,0.36,0,262,NA,NA,NA,NA,0,0,11
110010087021,2006,87.02.1,"District of Columbia, District of Columbia",1401,2.93,62.94,719,31222,367200,33.5,9.28,84.94,5.42,0,0,0,0.36,0,258,39,3,1.16,15.12,0,0,11
110010087021,2007,87.02.1,"District of Columbia, District of Columbia",1401,2.93,62.94,719,31222,367200,33.5,9.28,84.94,5.42,0,0,0,0.36,0,254,47,0,0,18.5,0,0,11
110010087021,2008,87.02.1,"District of Columbia, District of Columbia",1401,2.93,62.94,719,31222,367200,33.5,9.28,84.94,5.42,0,0,0,0.36,0,250,29,1,0.4,11.6,0,0,11
110010087021,2009,87.02.1,"District of Columbia, District of Columbia",1401,2.93,62.94,719,31222,367200,33.5,9.28,84.94,5.42,0,0,0,0.36,0,246,44,4,1.63,17.89,0,0,11
110010087022,2000,87.02.2,"District of Columbia, District of Columbia",700,33.71,70.85,357,28684,141e3,21.3,3.57,91.57,2.71,0.29,0,0,1.14,0.71,209,NA,NA,NA,NA,0,0,11
110010087022,2001,87.02.2,"District of Columbia, District of Columbia",700,33.71,70.85,357,28684,141e3,21.3,3.57,91.57,2.71,0.29,0,0,1.14,0.71,202,NA,NA,NA,NA,0,0,11
110010087022,2002,87.02.2,"District of Columbia, District of Columbia",700,33.71,70.85,357,28684,141e3,21.3,3.57,91.57,2.71,0.29,0,0,1.14,0.71,195,NA,NA,NA,NA,0,0,11
110010087022,2003,87.02.2,"District of Columbia, District of Columbia",700,33.71,70.85,357,28684,141e3,21.3,3.57,91.57,2.71,0.29,0,0,1.14,0.71,189,NA,NA,NA,NA,0,0,11
110010087022,2004,87.02.2,"District of Columbia, District of Columbia",700,33.71,70.85,357,28684,141e3,21.3,3.57,91.57,2.71,0.29,0,0,1.14,0.71,182,NA,NA,NA,NA,0,0,11
110010087022,2005,87.02.2,"District of Columbia, District of Columbia",582,0.86,76.03,289,32646,571400,25.7,35.22,58.76,2.58,0,0,0,3.44,0,175,NA,NA,NA,NA,0,0,11
110010087022,2006,87.02.2,"District of Columbia, District of Columbia",582,0.86,76.03,289,32646,571400,25.7,35.22,58.76,2.58,0,0,0,3.44,0,168,34,1,0.59,20.21,0,0,11
110010087022,2007,87.02.2,"District of Columbia, District of Columbia",582,0.86,76.03,289,32646,571400,25.7,35.22,58.76,2.58,0,0,0,3.44,0,161,20,4,2.48,12.39,0,0,11
110010087022,2008,87.02.2,"District of Columbia, District of Columbia",582,0.86,76.03,289,32646,571400,25.7,35.22,58.76,2.58,0,0,0,3.44,0,155,23,1,0.65,14.88,0,0,11
110010087022,2009,87.02.2,"District of Columbia, District of Columbia",582,0.86,76.03,289,32646,571400,25.7,35.22,58.76,2.58,0,0,0,3.44,0,148,9,1,0.68,6.09,0,0,11
110010088021,2000,88.02.1,"District of Columbia, District of Columbia",691,20.26,71.83,430,26250,113100,23.7,0.87,94.07,2.46,0.29,0,0,2.17,0.14,204,NA,NA,NA,NA,0,0,11
110010088021,2001,88.02.1,"District of Columbia, District of Columbia",691,20.26,71.83,430,26250,113100,23.7,0.87,94.07,2.46,0.29,0,0,2.17,0.14,204,NA,NA,NA,NA,0,0,11
110010088021,2002,88.02.1,"District of Columbia, District of Columbia",691,20.26,71.83,430,26250,113100,23.7,0.87,94.07,2.46,0.29,0,0,2.17,0.14,203,NA,NA,NA,NA,0,0,11
110010088021,2003,88.02.1,"District of Columbia, District of Columbia",691,20.26,71.83,430,26250,113100,23.7,0.87,94.07,2.46,0.29,0,0,2.17,0.14,203,NA,NA,NA,NA,0,0,11
110010088021,2004,88.02.1,"District of Columbia, District of Columbia",691,20.26,71.83,430,26250,113100,23.7,0.87,94.07,2.46,0.29,0,0,2.17,0.14,202,NA,NA,NA,NA,0,0,11
110010088021,2005,88.02.1,"District of Columbia, District of Columbia",544,7.35,57.2,673,40391,408900,50,0,95.22,2.21,0,0,0,2.57,0,202,NA,NA,NA,NA,0,0,11
110010088021,2006,88.02.1,"District of Columbia, District of Columbia",544,7.35,57.2,673,40391,408900,50,0,95.22,2.21,0,0,0,2.57,0,201,62,6,2.99,30.85,0,0,11
110010088021,2007,88.02.1,"District of Columbia, District of Columbia",544,7.35,57.2,673,40391,408900,50,0,95.22,2.21,0,0,0,2.57,0,201,59,2,1,29.43,0,0,11
110010088021,2008,88.02.1,"District of Columbia, District of Columbia",544,7.35,57.2,673,40391,408900,50,0,95.22,2.21,0,0,0,2.57,0,200,37,3,1.5,18.5,0,0,11
110010088021,2009,88.02.1,"District of Columbia, District of Columbia",544,7.35,57.2,673,40391,408900,50,0,95.22,2.21,0,0,0,2.57,0,200,45,1,0.5,22.56,0,0,11
110010088022,2000,88.02.2,"District of Columbia, District of Columbia",1108,30.6,63.73,340,21316,97300,27.3,0.81,97.38,0.36,0.09,0.27,0,1.08,0,318,NA,NA,NA,NA,0,0,11
110010088022,2001,88.02.2,"District of Columbia, District of Columbia",1108,30.6,63.73,340,21316,97300,27.3,0.81,97.38,0.36,0.09,0.27,0,1.08,0,318,NA,NA,NA,NA,0,0,11
110010088022,2002,88.02.2,"District of Columbia, District of Columbia",1108,30.6,63.73,340,21316,97300,27.3,0.81,97.38,0.36,0.09,0.27,0,1.08,0,318,NA,NA,NA,NA,0,0,11
110010088022,2003,88.02.2,"District of Columbia, District of Columbia",1108,30.6,63.73,340,21316,97300,27.3,0.81,97.38,0.36,0.09,0.27,0,1.08,0,318,NA,NA,NA,NA,0,0,11
110010088022,2004,88.02.2,"District of Columbia, District of Columbia",1108,30.6,63.73,340,21316,97300,27.3,0.81,97.38,0.36,0.09,0.27,0,1.08,0,318,NA,NA,NA,NA,0,0,11
110010088022,2005,88.02.2,"District of Columbia, District of Columbia",1090,5.6,67.34,755,19792,330100,34.9,6.51,93.49,0,0,0,0,0,0,318,NA,NA,NA,NA,0,0,11
110010088022,2006,88.02.2,"District of Columbia, District of Columbia",1090,5.6,67.34,755,19792,330100,34.9,6.51,93.49,0,0,0,0,0,0,317,46,2,0.63,14.49,0,0,11
110010088022,2007,88.02.2,"District of Columbia, District of Columbia",1090,5.6,67.34,755,19792,330100,34.9,6.51,93.49,0,0,0,0,0,0,317,46,4,1.26,14.5,0,0,11
110010088022,2008,88.02.2,"District of Columbia, District of Columbia",1090,5.6,67.34,755,19792,330100,34.9,6.51,93.49,0,0,0,0,0,0,317,35,1,0.32,11.03,0,0,11
110010088022,2009,88.02.2,"District of Columbia, District of Columbia",1090,5.6,67.34,755,19792,330100,34.9,6.51,93.49,0,0,0,0,0,0,317,42,3,0.95,13.25,0,0,11
110010088023,2000,88.02.3,"District of Columbia, District of Columbia",1194,19.1,31.09,581,33190,99e3,23.3,2.26,94.64,1.17,0,0.5,0,1.42,0,134,NA,NA,NA,NA,0,0,11
110010088023,2001,88.02.3,"District of Columbia, District of Columbia",1194,19.1,31.09,581,33190,99e3,23.3,2.26,94.64,1.17,0,0.5,0,1.42,0,139,NA,NA,NA,NA,0,0,11
110010088023,2002,88.02.3,"District of Columbia, District of Columbia",1194,19.1,31.09,581,33190,99e3,23.3,2.26,94.64,1.17,0,0.5,0,1.42,0,145,NA,NA,NA,NA,0,0,11
110010088023,2003,88.02.3,"District of Columbia, District of Columbia",1194,19.1,31.09,581,33190,99e3,23.3,2.26,94.64,1.17,0,0.5,0,1.42,0,150,NA,NA,NA,NA,0,0,11
110010088023,2004,88.02.3,"District of Columbia, District of Columbia",1194,19.1,31.09,581,33190,99e3,23.3,2.26,94.64,1.17,0,0.5,0,1.42,0,155,NA,NA,NA,NA,0,0,11
110010088023,2005,88.02.3,"District of Columbia, District of Columbia",1322,1.21,29.72,1034,68833,369100,47.1,14.37,71.26,10.97,0,0,0,0.68,2.72,161,NA,NA,NA,NA,0,0,11
110010088023,2006,88.02.3,"District of Columbia, District of Columbia",1322,1.21,29.72,1034,68833,369100,47.1,14.37,71.26,10.97,0,0,0,0.68,2.72,166,35,1,0.6,21.11,0,0,11
110010088023,2007,88.02.3,"District of Columbia, District of Columbia",1322,1.21,29.72,1034,68833,369100,47.1,14.37,71.26,10.97,0,0,0,0.68,2.72,171,44,1,0.58,25.72,0,0,11
110010088023,2008,88.02.3,"District of Columbia, District of Columbia",1322,1.21,29.72,1034,68833,369100,47.1,14.37,71.26,10.97,0,0,0,0.68,2.72,176,29,0,0,16.44,0,0,11
110010088023,2009,88.02.3,"District of Columbia, District of Columbia",1322,1.21,29.72,1034,68833,369100,47.1,14.37,71.26,10.97,0,0,0,0.68,2.72,182,36,0,0,19.81,0,0,11
110010088024,2000,88.02.4,"District of Columbia, District of Columbia",1167,38.22,52.24,510,29250,89700,28.8,0.6,96.06,1.89,0.69,0,0,0.77,0,222,NA,NA,NA,NA,0,0,11
110010088024,2001,88.02.4,"District of Columbia, District of Columbia",1167,38.22,52.24,510,29250,89700,28.8,0.6,96.06,1.89,0.69,0,0,0.77,0,228,NA,NA,NA,NA,0,0,11
110010088024,2002,88.02.4,"District of Columbia, District of Columbia",1167,38.22,52.24,510,29250,89700,28.8,0.6,96.06,1.89,0.69,0,0,0.77,0,235,NA,NA,NA,NA,0,0,11
110010088024,2003,88.02.4,"District of Columbia, District of Columbia",1167,38.22,52.24,510,29250,89700,28.8,0.6,96.06,1.89,0.69,0,0,0.77,0,241,NA,NA,NA,NA,0,0,11
110010088024,2004,88.02.4,"District of Columbia, District of Columbia",1167,38.22,52.24,510,29250,89700,28.8,0.6,96.06,1.89,0.69,0,0,0.77,0,247,NA,NA,NA,NA,0,0,11
110010088024,2005,88.02.4,"District of Columbia, District of Columbia",1617,6.18,53.91,988,39118,324100,50,5.63,90.11,1.98,0,0.43,0,1.86,0,254,NA,NA,NA,NA,0,0,11
110010088024,2006,88.02.4,"District of Columbia, District of Columbia",1617,6.18,53.91,988,39118,324100,50,5.63,90.11,1.98,0,0.43,0,1.86,0,260,57,2,0.77,21.94,0,0,11
110010088024,2007,88.02.4,"District of Columbia, District of Columbia",1617,6.18,53.91,988,39118,324100,50,5.63,90.11,1.98,0,0.43,0,1.86,0,266,73,1,0.38,27.43,0,0,11
110010088024,2008,88.02.4,"District of Columbia, District of Columbia",1617,6.18,53.91,988,39118,324100,50,5.63,90.11,1.98,0,0.43,0,1.86,0,272,63,2,0.73,23.13,0,0,11
110010088024,2009,88.02.4,"District of Columbia, District of Columbia",1617,6.18,53.91,988,39118,324100,50,5.63,90.11,1.98,0,0.43,0,1.86,0,279,55,1,0.36,19.73,0,0,11
110010088031,2000,88.03.1,"District of Columbia, District of Columbia",1918,25.81,87.29,999,45235,88600,67.7,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,371,NA,NA,NA,NA,0,0,11
110010088031,2001,88.03.1,"District of Columbia, District of Columbia",1918,25.81,87.29,999,45235,88600,67.7,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,372,NA,NA,NA,NA,0,0,11
110010088031,2002,88.03.1,"District of Columbia, District of Columbia",1918,25.81,87.29,999,45235,88600,67.7,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,373,NA,NA,NA,NA,0,0,11
110010088031,2003,88.03.1,"District of Columbia, District of Columbia",1918,25.81,87.29,999,45235,88600,67.7,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,375,NA,NA,NA,NA,0,0,11
110010088031,2004,88.03.1,"District of Columbia, District of Columbia",1918,25.81,87.29,999,45235,88600,67.7,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,376,NA,NA,NA,NA,0,0,11
110010088031,2005,88.03.1,"District of Columbia, District of Columbia",1526,2.69,78,1713,73722,482500,73.7,26.93,59.7,8.45,0,3.01,0,1.9,0,377,NA,NA,NA,NA,0,0,11
110010088031,2006,88.03.1,"District of Columbia, District of Columbia",1526,2.69,78,1713,73722,482500,73.7,26.93,59.7,8.45,0,3.01,0,1.9,0,378,145,6,1.59,38.34,0,0,11
110010088031,2007,88.03.1,"District of Columbia, District of Columbia",1526,2.69,78,1713,73722,482500,73.7,26.93,59.7,8.45,0,3.01,0,1.9,0,379,165,4,1.05,43.49,0,0,11
110010088031,2008,88.03.1,"District of Columbia, District of Columbia",1526,2.69,78,1713,73722,482500,73.7,26.93,59.7,8.45,0,3.01,0,1.9,0,381,141,6,1.58,37.05,0,0,11
110010088031,2009,88.03.1,"District of Columbia, District of Columbia",1526,2.69,78,1713,73722,482500,73.7,26.93,59.7,8.45,0,3.01,0,1.9,0,382,113,5,1.31,29.6,0,0,11
110010088041,2000,88.04.1,"District of Columbia, District of Columbia",878,25.85,66.58,491,25707,91400,30,0.23,97.84,0.34,0.11,0.23,0.11,1.14,0,253,NA,NA,NA,NA,0,0,11
110010088041,2001,88.04.1,"District of Columbia, District of Columbia",878,25.85,66.58,491,25707,91400,30,0.23,97.84,0.34,0.11,0.23,0.11,1.14,0,250,NA,NA,NA,NA,0,0,11
110010088041,2002,88.04.1,"District of Columbia, District of Columbia",878,25.85,66.58,491,25707,91400,30,0.23,97.84,0.34,0.11,0.23,0.11,1.14,0,247,NA,NA,NA,NA,0,0,11
110010088041,2003,88.04.1,"District of Columbia, District of Columbia",878,25.85,66.58,491,25707,91400,30,0.23,97.84,0.34,0.11,0.23,0.11,1.14,0,244,NA,NA,NA,NA,0,0,11
110010088041,2004,88.04.1,"District of Columbia, District of Columbia",878,25.85,66.58,491,25707,91400,30,0.23,97.84,0.34,0.11,0.23,0.11,1.14,0,241,NA,NA,NA,NA,0,0,11
110010088041,2005,88.04.1,"District of Columbia, District of Columbia",702,1.85,62.82,757,31087,254500,34,0,91.17,5.56,0,0,0,3.28,0,239,NA,NA,NA,NA,0,0,11
110010088041,2006,88.04.1,"District of Columbia, District of Columbia",702,1.85,62.82,757,31087,254500,34,0,91.17,5.56,0,0,0,3.28,0,236,61,4,1.7,25.89,0,0,11
110010088041,2007,88.04.1,"District of Columbia, District of Columbia",702,1.85,62.82,757,31087,254500,34,0,91.17,5.56,0,0,0,3.28,0,233,57,1,0.43,24.5,0,0,11
110010088041,2008,88.04.1,"District of Columbia, District of Columbia",702,1.85,62.82,757,31087,254500,34,0,91.17,5.56,0,0,0,3.28,0,230,69,8,3.48,30.03,0,0,11
110010088041,2009,88.04.1,"District of Columbia, District of Columbia",702,1.85,62.82,757,31087,254500,34,0,91.17,5.56,0,0,0,3.28,0,227,47,7,3.09,20.71,0,0,11
110010088042,2000,88.04.2,"District of Columbia, District of Columbia",1399,31.67,83.72,1017,47869,163800,49.3,0.21,96.64,0.57,0.71,0.5,0,1.29,0.07,545,NA,NA,NA,NA,0,0,11
110010088042,2001,88.04.2,"District of Columbia, District of Columbia",1399,31.67,83.72,1017,47869,163800,49.3,0.21,96.64,0.57,0.71,0.5,0,1.29,0.07,549,NA,NA,NA,NA,0,0,11
110010088042,2002,88.04.2,"District of Columbia, District of Columbia",1399,31.67,83.72,1017,47869,163800,49.3,0.21,96.64,0.57,0.71,0.5,0,1.29,0.07,554,NA,NA,NA,NA,0,0,11
110010088042,2003,88.04.2,"District of Columbia, District of Columbia",1399,31.67,83.72,1017,47869,163800,49.3,0.21,96.64,0.57,0.71,0.5,0,1.29,0.07,558,NA,NA,NA,NA,0,0,11
110010088042,2004,88.04.2,"District of Columbia, District of Columbia",1399,31.67,83.72,1017,47869,163800,49.3,0.21,96.64,0.57,0.71,0.5,0,1.29,0.07,563,NA,NA,NA,NA,0,0,11
110010088042,2005,88.04.2,"District of Columbia, District of Columbia",2083,5.9,76.74,1778,46588,499200,96.6,0,98.37,0,0,0,0,1.63,0,567,NA,NA,NA,NA,0,0,11
110010088042,2006,88.04.2,"District of Columbia, District of Columbia",2083,5.9,76.74,1778,46588,499200,96.6,0,98.37,0,0,0,0,1.63,0,571,140,10,1.75,24.5,0,0,11
110010088042,2007,88.04.2,"District of Columbia, District of Columbia",2083,5.9,76.74,1778,46588,499200,96.6,0,98.37,0,0,0,0,1.63,0,576,166,5,0.87,28.83,0,0,11
110010088042,2008,88.04.2,"District of Columbia, District of Columbia",2083,5.9,76.74,1778,46588,499200,96.6,0,98.37,0,0,0,0,1.63,0,580,169,10,1.72,29.13,0,0,11
110010088042,2009,88.04.2,"District of Columbia, District of Columbia",2083,5.9,76.74,1778,46588,499200,96.6,0,98.37,0,0,0,0,1.63,0,585,121,13,2.22,20.7,0,0,11
110010089031,2000,89.03.1,"District of Columbia, District of Columbia",1617,23.16,68.27,323.26,20042.42,56891.92,16.13,0.54,96.62,1.46,0.08,0.54,0,0.71,0.04,424,NA,NA,NA,NA,0,0,11
110010089031,2001,89.03.1,"District of Columbia, District of Columbia",1617,23.16,68.27,323.26,20042.42,56891.92,16.13,0.54,96.62,1.46,0.08,0.54,0,0.71,0.04,424,NA,NA,NA,NA,0,0,11
110010089031,2002,89.03.1,"District of Columbia, District of Columbia",1617,23.16,68.27,323.26,20042.42,56891.92,16.13,0.54,96.62,1.46,0.08,0.54,0,0.71,0.04,424,NA,NA,NA,NA,0,0,11
